frame_index,sample_time_s,mission_elapsed_time_s,met_raw_text,met_parse_status,met_raw_unit,met_raw_value,met_si_value,met_variant,stage1_velocity_raw_text,stage1_velocity_parse_status,stage1_velocity_raw_unit,stage1_velocity_raw_value,stage1_velocity_si_value,stage1_velocity_variant,stage1_altitude_raw_text,stage1_altitude_parse_status,stage1_altitude_raw_unit,stage1_altitude_raw_value,stage1_altitude_si_value,stage1_altitude_variant,stage2_velocity_raw_text,stage2_velocity_parse_status,stage2_velocity_raw_unit,stage2_velocity_raw_value,stage2_velocity_si_value,stage2_velocity_variant,stage2_altitude_raw_text,stage2_altitude_parse_status,stage2_altitude_raw_unit,stage2_altitude_raw_value,stage2_altitude_si_value,stage2_altitude_variant
6953,116.00003383603803,111.0,T+00:01:51 STAGE2 VELOCITY,parsed,s,111.0,111.0,raw,"NEW GLENN 001,384 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1384.0,618.70336,raw,"MAXQ 062,883 FT",parsed,FT,62883.0,19166.738400000002,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000",parsed,MI,0.0,0.0,raw
7073,118.0020479393495,114.0,T+00:01:54 STAGE2 VELOCITY,parsed,s,114.0,114.0,raw,"001,450 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1450.0,648.208,raw,"MAXQ 066,388 FT",parsed,FT,66388.0,20235.062400000003,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
7193,120.00406204266095,116.0,T+00:01:56 STAGE2 VELOCITY,parsed,s,116.0,116.0,raw,"NEW GLENN 001,511 NEW GLENN MPH VELOCITY ALTITUDE",parsed,MPH,1511.0,675.47744,raw,"MAXQ 069,275 FT",parsed,FT,69275.0,21115.02,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
7313,122.0060761459724,117.0,T+00:01:57 STAGE2 VELOCITY,parsed,s,117.0,117.0,raw,"001,568 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1568.0,700.95872,raw,"MAXQ 072,241 FT",parsed,FT,72241.0,22019.056800000002,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
7433,124.00809024928387,119.0,T+00:01:59 STAGE2 VELOCITY,parsed,s,119.0,119.0,raw,"001,633 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1633.0,730.01632,raw,"MAXQ 075,672 FT",parsed,FT,75672.0,23064.8256,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
7552,125.9934209017344,121.0,T+00:02:01 STAGE2 VELOCITY,parsed,s,121.0,121.0,raw,"NEW GLENN 001,698 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1698.0,759.07392,raw,"MAXQ 078,808 FT",parsed,FT,78808.0,24020.6784,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
7672,127.99543500504585,123.0,T+00:02:03 STAGE2 VELOCITY,parsed,s,123.0,123.0,raw,"NEW GLENN 001,764 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1764.0,788.57856,raw,"MAXQ 082,433 FT",parsed,FT,82433.0,25125.578400000002,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
7792,129.9974491083573,125.0,T+00:02:05 STAGE2 VELOCITY,parsed,s,125.0,125.0,raw,"NEW GLENN 001,832 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1832.0,818.97728,raw,"MAXQ 085,741 FT",parsed,FT,85741.0,26133.8568,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
7912,131.99946321166877,127.0,T+00:02:07 STAGE2 VELOCITY,parsed,s,127.0,127.0,raw,NEW GLENN 668'100 NEW GLENN VELOCITY MPH ALTITUDE,parsed,MPH,668.0,298.62272,raw,MAXQ 699'680 FT,parsed,FT,699.0,213.0552,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8032,134.0014773149802,129.0,T+00:02:09 STAGE2 VELOCITY,parsed,s,129.0,129.0,raw,"001,975 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,1975.0,882.904,raw,"MAXQ 093,481 FT",parsed,FT,93481.0,28493.008800000003,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8152,136.00349141829167,131.0,T+00:02: 11 STAGE2 VELOCITY,parsed,s,131.0,131.0,raw,"NEW GLENN 002,049 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2049.0,915.98496,raw,"MAXQ 097,506 FT",parsed,FT,97506.0,29719.828800000003,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 ET",parsed,MI,0.0,0.0,raw
8272,138.00550552160314,133.0,T+00:02: 13 STAGE2 VELOCITY,parsed,s,133.0,133.0,raw,"002,125 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2125.0,949.96,raw,"MAXQ 101,637 FT",parsed,FT,101637.0,30978.9576,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8392,140.00751962491458,135.0,T+00:02:15 STAGE2 VELOCITY,parsed,s,135.0,135.0,raw,"NEW GLENN 002,203 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2203.0,984.82912,raw,MAX Q T+00 LENN JDE FT,missing,,,,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8511,141.9928502773651,137.0,MECO T+00:02: 17 STAGE2 VELOCITY,parsed,s,137.0,137.0,raw,"NEW GLENN 002,283 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2283.0,1020.59232,raw,"MAXQ 109,733 FT",parsed,FT,109733.0,33446.6184,raw,"SEPARAT 000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8631,143.99486438067657,140.0,MECO T+00:02:20 STAGE2 VELOCITY,parsed,s,140.0,140.0,raw,"002,369 NEW GLEN NEW GLENN MPH ALTITUDE VELOCITY",parsed,MPH,2369.0,1059.03776,raw,"MAXQ 113,678 FT",parsed,FT,113678.0,34649.0544,raw,"SEPAR 000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8751,145.99687848398804,141.0,MECO T+00:02:21 STAGE2 VELOCITY,parsed,s,141.0,141.0,raw,"NEW GLENN 002,441 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2441.0,1091.22464,raw,"MAXQ 117,710 FT",parsed,FT,117710.0,35878.008,raw,"SEPAAATIOI 000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8871,147.99889258729948,143.0,T+00:02:23 STAGE2 VELOCITY,parsed,s,143.0,143.0,raw,"002,535 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2535.0,1133.2464,raw,"MAXQ 122,875 FT",parsed,FT,122875.0,37452.3,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
8991,150.00090669061095,146.0,T+00:02:26 STAGE2 VELOCITY,parsed,s,146.0,146.0,raw,"NEW GLENN 002,632 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2632.0,1176.60928,raw,"MAXQ 128,180 FT",parsed,FT,128180.0,39069.264,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9111,152.0029207939224,147.0,T+00:02:27 STAGE2 VELOCITY,parsed,s,147.0,147.0,raw,"NEW GLENN 002,714 NEW GLENN MPH VELOCITY ALTITUDE",parsed,MPH,2714.0,1213.26656,raw,"MAXQ 132,527 FT",parsed,FT,132527.0,40394.2296,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9231,154.00493489723385,150.0,T+00:02:30 STAGE2 VELOCITY,parsed,s,150.0,150.0,raw,"002,816 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,2816.0,1258.86464,raw,"MAXQ 137,528 FT",parsed,FT,137528.0,41918.534400000004,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9351,156.00694900054532,151.0,T+00:02:31 STAGE2 VELOCITY,parsed,s,151.0,151.0,raw,NEW GLENN L06'200 NEW GLENN VELOCITY MPH ALTITUDE,parsed,MPH,200.0,89.408,raw,"MAXQ 142,073 FT",parsed,FT,142073.0,43303.8504,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9470,157.99227965299585,154.0,MECO SEPARATION T+00:02:34 STAGE2 VELOCITY,parsed,s,154.0,154.0,raw,"NEW GLENN 003,008 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3008.0,1344.69632,raw,"MAXQ 147,301 FT",parsed,FT,147301.0,44897.3448,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9590,159.99429375630731,156.0,MECO SEPARATION T+00:02:36 STAGE2 VELOCITY,parsed,s,156.0,156.0,raw,"NEW GLENN 003,108 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3108.0,1389.40032,raw,"MAXQ 152,653 FT",parsed,FT,152653.0,46528.6344,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9710,161.99630785961875,158.0,MECO SEPAI T+00:02:38 STAGE2 VELOCITY,parsed,s,158.0,158.0,raw,"NEW GLENN 003,210 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3210.0,1434.9984,raw,"MAXQ 158,131 FT",parsed,FT,158131.0,48198.3288,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9830,163.99832196293022,160.0,MECO SEPAI T+00:02:40 STAGE2 VELOCITY,parsed,s,160.0,160.0,raw,"003,315 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3315.0,1481.9376,raw,"MAXQ 163,739 FT",parsed,FT,163739.0,49907.6472,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
9950,166.0003360662417,161.0,T+00:02:41 STAGE2 VELOCITY,parsed,s,161.0,161.0,raw,"NEW GLENN 003,411 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3411.0,1524.8534399999999,raw,"MAXQ 168,193 FT",parsed,FT,168193.0,51265.2264,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
10070,168.00235016955313,163.0,T+00:02:43 STAGE2 VELOCITY,parsed,s,163.0,163.0,raw,"003,520 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3520.0,1573.5808,raw,"MAXQ 174,039 FT",parsed,FT,174039.0,53047.0872,raw,"STAGE2 000,000 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
10190,170.0043642728646,165.0,T+00:02:45 STAGE2 VELOCITY,parsed,s,165.0,165.0,raw,"NEW GLENN 003,633 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3633.0,1624.0963199999999,raw,"MAXQ 180,022",parsed,FT,180022.0,54870.7056,raw,"STAGE2 000,000 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
10310,172.00637837617606,167.0,T+00:02:47 STAGE2 VELOCITY,parsed,s,167.0,167.0,raw,"NEW GLENN 003,748 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3748.0,1675.50592,raw,"MAXQ 185,460 FT",parsed,FT,185460.0,56528.208000000006,raw,"STAGE2 000,000 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
10429,173.9917090286266,169.0,SEPAHA T+00:02:49 STAGE2 VELOCITY,parsed,s,169.0,169.0,raw,"003,866 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,3866.0,1728.25664,raw,"MAXQ 191,713 FT",parsed,FT,191713.0,58434.1224,raw,"STAGE2 000,000 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
10549,175.99372313193803,171.0,T+00:02:51 STAGE2 VELOCITY,parsed,s,171.0,171.0,raw,986800 NEW GLEN NEW GLENN MPH ALTITUDE VELOCITY,missing,,,,raw,"MAXQ 198,115 FT",parsed,FT,198115.0,60385.452000000005,raw,"STAGE2 000,000 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
10669,177.9957372352495,174.0,T+00:02:54 STAGE2 VELOCITY,parsed,s,174.0,174.0,raw,"004,123 NEW GLENN NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4123.0,1843.14592,raw,"MAXQ 204,669 FT",parsed,FT,204669.0,62383.11120000001,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000",parsed,MI,0.0,0.0,raw
10789,179.99775133856096,175.0,T+00:02:55 STAGE2 VELOCITY,parsed,s,175.0,175.0,raw,"NEW GLENN 004,237 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4237.0,1894.1084799999999,raw,"MAX Q 210,626 FT",parsed,FT,210626.0,64198.804800000005,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000",parsed,MI,0.0,0.0,raw
10909,181.9997654418724,178.0,T+00:02:58 STAGE2 VELOCITY,parsed,s,178.0,178.0,raw,"NEW GLENN 004,381 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4381.0,1958.48224,raw,"MAX Q 218,251 FT",parsed,FT,218251.0,66522.9048,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
11029,184.00177954518387,179.0,T+00:02:59 STAGE2 VELOCITY,parsed,s,179.0,179.0,raw,"NEW GLENN 004,493 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4493.0,2008.55072,raw,"224,497 FT",parsed,FT,224497.0,68426.6856,raw,"STAGE2 000,000 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
11149,186.00379364849533,182.0,T+00:03:02 STAGE2 VELOCITY,parsed,s,182.0,182.0,raw,"NEW GLENN 004,564 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4564.0,2040.29056,raw,"231,608 FT",parsed,FT,231608.0,70594.1184,raw,"STAGE2 000,000 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
11269,188.00580775180677,184.0,T+00:03:04 STAGE2 VELOCITY,parsed,s,184.0,184.0,raw,"NEW GLENN 004,624 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4624.0,2067.11296,raw,"238,746 FT",parsed,FT,238746.0,72769.78080000001,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
11389,190.00782185511824,186.0,T+00:03:06 STAGE2 VELOCITY,parsed,s,186.0,186.0,raw,"NEW GLENN 004,672 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4672.0,2088.5708799999998,raw,"245,911 FT",parsed,FT,245911.0,74953.6728,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
11508,191.99315250756877,187.0,T+00:03:07 STAGE2 VELOCITY,parsed,s,187.0,187.0,raw,"MAXQ NEW GLENN 004,657 NEW GLENN VELOCITY MPH ALTITUDE",parsed,MPH,4657.0,2081.86528,raw,"MECO 251,443 FT",parsed,FT,251443.0,76639.8264,raw,"000,000 STAGE2 MPH ALTITUDE",parsed,MPH,0.0,0.0,raw,"000,000 FT",parsed,FT,0.0,0.0,raw
11628,193.99516661088023,190.0,T+00:03: 10 STAGE2 VELOCITY,parsed,s,190.0,190.0,raw,"MAXQ STAGE1 004,627 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4627.0,2068.45408,raw,"MECO 259,171 FT",parsed,FT,259171.0,78995.3208,raw,"004,641 STAGE2 MPH ALTITUDE",parsed,MPH,4641.0,2074.71264,raw,"259,435",parsed,MI,259.435,417520.16064,raw
11748,195.99718071419167,192.0,STAGE 2 IGNITION T+00:03:12 STAGE2 VELOCITY,parsed,s,192.0,192.0,raw,"STAGE1 004,607 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4607.0,2059.51328,raw,"SEPARATION MECO 266,027 FT",parsed,FT,266027.0,81085.02960000001,raw,"004,620 STAGE2 MPH ALTITUDE",parsed,MPH,4620.0,2065.3248,raw,"265,950 FT",parsed,FT,265950.0,81061.56,raw
11868,197.99919481750314,194.0,STAGE 2 IGNITION T+00:03:14 STAGE2 VELOCITY,parsed,s,194.0,194.0,raw,"STAGE1 004,586 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4586.0,2050.12544,raw,"MECO SEPARATION 272,018 FT",parsed,FT,272018.0,82911.0864,raw,AAMANLINE 669'400 272 STAGE 2 MPH ALTITUDE,parsed,MPH,669.0,299.06976,raw,"272,353 FT",parsed,FT,272353.0,83013.19440000001,raw
11988,200.0012089208146,196.0,KAHMAN LINE STAGE 2 IGNITION T+00:03:16 STAGE2 VELOCITY,parsed,s,196.0,196.0,raw,"STAGE1 004,566 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4566.0,2041.18464,raw,"MECO SEPARATION 278,640 FT",parsed,FT,278640.0,84929.47200000001,raw,"004,579 STAGE2 MPH ALTITUDE",parsed,MPH,4579.0,2046.99616,raw,"278,645",parsed,FT,278645.0,84930.996,raw
12108,202.00322302412604,197.0,KARMAN LINE STAGE 2 IGNITION T+00:03:17 STAGE2 VELOCITY,parsed,s,197.0,197.0,raw,"STAGE1 004,548 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4548.0,2033.13792,raw,"MECO SEPARATION 284,422 FT",parsed,FT,284422.0,86691.82560000001,raw,"004,561 STAGE2 MPH ALTITUDE",parsed,MPH,4561.0,2038.9494399999999,raw,"284,826",parsed,FT,284826.0,86814.9648,raw
12228,204.0052371274375,200.0,KARMAN LINE STAGE2IGNITION T+00:03:20 STAGE2 VELOCITY,parsed,s,200.0,200.0,raw,"STAGE1 004,526 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4526.0,2023.30304,raw,STAGE 2IG MECO SEPARATION 00+1 60806 FT,parsed,FT,60806.0,18533.6688,focus_raw,"004,549 STAGE2 MPH ALTITUDE",parsed,MPH,4549.0,2033.58496,raw,006062 FT,parsed,FT,6062.0,1847.6976000000002,raw
12348,206.00725123074898,201.0,KARMAN LINE STAGE2IGNITION T+00:03:21 STAGE2 VELOCITY,parsed,s,201.0,201.0,raw,"STAGE1 004,509 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4509.0,2015.70336,raw,"ECO SEPARATION STAGE2IGNITI 00+1 96,383 FT",parsed,FT,96383.0,29377.5384,focus_raw,"004,553 STAGE2 MPH ALTITUDE",parsed,MPH,4553.0,2035.37312,raw,"296,894",parsed,MI,296.894,477804.577536,raw
12467,207.9925818831995,203.0,KARMAN LINE STAGE2IGNITION T+00:03:23 STAGE2 VELOCITY,parsed,s,203.0,203.0,raw,"STAGE1 004,490 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4490.0,2007.2096,raw,"MECO SEPARATION 302,536 FT",parsed,FT,302536.0,92212.9728,raw,"004,562 STAGE2 ALTITUDE MPH",parsed,MPH,4562.0,2039.3964799999999,raw,"302,824 ET",parsed,MI,302.824,487347.98745600006,raw
12587,209.99459598651097,205.0,KARMAN LINE T+00:03:25 STAGE2 VELOCITY,parsed,s,205.0,205.0,raw,"STAGE1 004,471 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4471.0,1998.71584,raw,"MECO SEPARATION STAGE2IGNITION 308,567 FT",parsed,FT,308567.0,94051.2216,raw,"004,570 STAGE2 ALTITUDE MPH",parsed,MPH,4570.0,2042.9728,raw,"3,693 FT",parsed,FT,3693.0,1125.6264,focus_raw
12707,211.9966100898224,208.0,KARMAN LINE T+00:03:28 STAGE2 VELOCITY,parsed,s,208.0,208.0,raw,"STAGE1 004,451 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4451.0,1989.77504,raw,"MECO SEPARATION STAGE2IGNITION 314,474 FT",parsed,FT,314474.0,95851.6752,raw,"FAIRING JE 004,578 STAGE2 ALTITUDE MPH",parsed,MPH,4578.0,2046.54912,raw,"315,334",parsed,FT,315334.0,96113.80320000001,raw
12827,213.99862419313388,210.0,KARMAN LINE T+00:03:30 STAGE2 VELOCITY,parsed,s,210.0,210.0,raw,"MECO STAGE1 004,433 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4433.0,1981.72832,raw,"SEPARATION STAGE2IGNITION 320,260 FT",parsed,FT,320260.0,97615.248,raw,"FAIRING JE 004,586 STAGE2 MPH ALTITUDE",parsed,MPH,4586.0,2050.12544,raw,"321,092",parsed,FT,321092.0,97868.8416,raw
12947,216.00063829644535,212.0,KAAMAN LINE T+00:03:32 STAGE2 VELOCITY,parsed,s,212.0,212.0,raw,"STAGE1 004,416 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4416.0,1974.12864,raw,"ECO SEPARATION STAGE2IGNITION 325,922 FT",parsed,FT,325922.0,99341.02560000001,raw,"FAIBING JETTIS 004,594 STAGE2 MPH ALTITUDE",parsed,MPH,4594.0,2053.70176,raw,"326,798 FT",parsed,FT,326798.0,99608.0304,raw
13067,218.00265239975678,214.0,KAHMAN LINE T+00:03:34 STAGE2 VELOCITY,parsed,s,214.0,214.0,raw,"STAGE1 004,398 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4398.0,1966.08192,raw,"SEPARATION STAGE2IGNITION 000,063 MI",parsed,MI,0.063,101.388672,raw,"FAIAING JETTISON 004,603 STAGE2 MPH ALTITUDE",parsed,MPH,4603.0,2057.72512,raw,"000,063 MI",parsed,MI,0.063,101.388672,raw
13187,220.00466650306825,216.0,KARMAN LINE FAIAING JETTISON T+00:03:36 STAGE2 VELOCITY,parsed,s,216.0,216.0,raw,"STAGE1 004,381 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4381.0,1958.48224,raw,"STAGE2IGNITION AHATION 000,064 MI",parsed,MI,0.064,102.998016,raw,"004,613 STAGE2 MPH ALTITUDE",parsed,MPH,4613.0,2062.1955199999998,raw,"000,064 MI",parsed,MI,0.064,102.998016,raw
13307,222.00668060637972,218.0,FAIRING JETTISON T+00:03:38 STAGE2 VELOCITY,parsed,s,218.0,218.0,raw,"STAGE1 004,364 STAGE1 MPH VELOCITY ALTITUDE",parsed,MPH,4364.0,1950.88256,raw,"KARMAN LINE STAGE2IGNITION O 000,065 MI",parsed,MI,0.065,104.60736,raw,"004,622 STAGE2 ALTITUDE MPH",parsed,MPH,4622.0,2066.21888,raw,"000,065 MI",parsed,MI,0.065,104.60736,raw
13426,223.99201125883025,219.0,FAIRING JETTISON T+00:03:39 STAGE2 VELOCITY,parsed,s,219.0,219.0,raw,"STAGE1 004,349 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4349.0,1944.17696,raw,"KARMAN LINE STAGE 2 IGNITION 000,066 MI",parsed,MI,0.066,106.21670400000001,raw,"004,630 STAGE2 MPH ALTITUDE",parsed,MPH,4630.0,2069.7952,raw,"000,066 MI",parsed,MI,0.066,106.21670400000001,raw
13546,225.99402536214168,221.0,FAIRING JETTISON T+00:03:41 STAGE2 VELOCITY,parsed,s,221.0,221.0,raw,"STAGE1 004,333 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4333.0,1937.02432,raw,"KARMAN LINE IGNITION 000,066 MI",parsed,MI,0.066,106.21670400000001,raw,"004,640 STAGE2 MPH ALTITUDE",parsed,MPH,4640.0,2074.2656,raw,"000,067 MI",parsed,MI,0.067,107.82604800000001,raw
13666,227.99603946545315,223.0,FAIAING JETTISON T+00:03:43 STAGE2 VELOCITY,parsed,s,223.0,223.0,raw,"STAGE1 004,317 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4317.0,1929.87168,raw,"KARMAN LINE 000,067 MI",parsed,MI,0.067,107.82604800000001,raw,"004,651 STAGE2 ALTITUDE MPH",parsed,MPH,4651.0,2079.18304,raw,"000,068 MI",parsed,MI,0.068,109.43539200000001,raw
13786,229.99805356876462,226.0,FAIRING JETTISON T+00:03:46 STAGE2 VELOCITY,parsed,s,226.0,226.0,raw,"STAGE1 004,300 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4300.0,1922.272,raw,"KARMAN LINE 000,068 MI",parsed,MI,0.068,109.43539200000001,raw,"004,663 STAGE2 MPH ALTITUDE",parsed,MPH,4663.0,2084.54752,raw,"000,069 MI",parsed,MI,0.069,111.04473600000001,raw
13906,232.00006767207606,227.0,FAIRINGJETTISON T+00:03:47 STAGE2 VELOCITY,parsed,s,227.0,227.0,raw,"STAGE1 004,287 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4287.0,1916.46048,raw,KARMAN LINE 690'000 MI,parsed,MI,0.0,0.0,raw,"004,673 STAGE2 MPH ALTITUDE",parsed,MPH,4673.0,2089.01792,raw,"000,070 MI",parsed,MI,0.07,112.65408000000001,raw
14026,234.00208177538752,229.0,FAIRINGJETTISON T+00:03:49 STAGE2 VELOCITY,parsed,s,229.0,229.0,raw,"STAGE1 004,272 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4272.0,1909.75488,raw,"KARMAN LINE 000,070 MI",parsed,MI,0.07,112.65408000000001,raw,"004,684 STAGE2 MPH ALTITUDE",parsed,MPH,4684.0,2093.93536,raw,"000,071 MI",parsed,MI,0.071,114.26342399999999,raw
14146,236.004095878699,231.0,FAIRINGJETTISON T+00:03:51 STAGE2 VELOCITY,parsed,s,231.0,231.0,raw,"STAGE1 004,257 STAGE1 VELOCITY MPH ALTITUDE",parsed,MPH,4257.0,1903.04928,raw,"KARMAN LINE 000,071 MI",parsed,MI,0.071,114.26342399999999,raw,"004,696 STAGE2 MPH ALTITUDE",parsed,MPH,4696.0,2099.29984,raw,"000,072 MI",parsed,MI,0.072,115.872768,raw
